0,1,2,3,4,5,6,7,8,9
-107.9385161,-105.3368356,-106.005333,-105.2874143,-107.846332,-104.4250384,-107.1873097,-103.3297508,-110.1943657,-108.6340646
-107.386833,-100.4824326,-104.2897999,-101.9060724,-103.0496197,-102.5008575,-101.6957409,-103.0320007,-102.013873,-102.2934144
-103.33085,-105.4916805,-101.6781904,-104.7185543,-105.2011795,-101.2661619,-104.5082651,-104.9834724,-103.5642402,-105.3458335
-104.2745166,-102.1343524,-111.5346298,-108.1985103,-110.0173272,-107.6115079,-106.8150417,-110.0218891,-110.7472378,-109.7215762
-107.4684818,-101.6877917,-103.2128346,-101.1698215,-104.107437,-104.2994382,-102.2388737,-105.0733659,-103.5265267,-103.9979336
-107.2832855,-101.3871807,-102.3019611,-100.9870814,-102.0208807,-104.0748663,-101.775672,-103.6164306,-101.0293455,-102.8492777
-103.5126676,-104.9000443,-108.4453856,-105.1787019,-106.4598556,-108.8398757,-109.5222762,-105.0003433,-105.3399922,-106.9500611
-105.0994535,-106.7472956,-106.261434,-106.1525299,-102.5054568,-104.449092,-106.4747232,-102.4356945,-106.5489836,-102.9145279
-105.9204511,-110.0716699,-109.5476386,-110.6540862,-106.9301292,-105.4155377,-107.3904999,-109.2676588,-103.4324108,-107.0815777
-109.4556312,-102.4232443,-104.1716025,-104.1978788,-102.8085731,-101.7352069,-108.7593916,-105.9241378,-104.421027,-105.121236
-107.1480423,-105.7199717,-103.6354192,-104.6738264,-110.3378174,-104.1838442,-105.0331301,-106.5242474,-104.426555,-104.8271767
-106.0227949,-103.0086733,-115.1761757,-105.1088653,-105.4213278,-134.4272482,-108.3318683,-105.9065652,-128.36478,-139.5575186
-108.6318728,-132.2900262,-92.09278296,-131.0998112,-102.4409664,-125.4080068,-124.8508521,-126.9504633,-96.69640534,-100.9725977
-133.2153647,-108.7716803,-110.0823385,-105.6754817,-153.2603386,-118.1942565,-159.3436362,-108.875339,-139.0086404,-114.9399072
-122.2070116,-107.4346129,-106.6903462,-124.8282916,-119.7879345,-132.0844174,-95.73112192,-133.0819953,-118.2733568,-113.0924274
-127.2117036,-119.4724501,-95.00934786,-105.4813529,-95.38379877,-94.48026145,-111.1434168,-106.7476877,-144.465574,-105.5589659
-81.72317538,-126.4924082,-155.2621948,-146.1008997,-129.1525298,-145.9425447,-123.2086991,-139.7887198,-128.8806259,-139.0031557
-123.4973964,-104.4793121,-103.3204185,-105.8628637,-105.9622908,-108.0928297,-99.17088783,-105.171392,-104.5138411,-102.5080439
-145.3463413,-164.0363448,-167.0263259,-164.8329496,-96.80880941,-147.2135381,-110.3015152,-162.9580415,-91.16923881,-164.584064
-115.6772814,-85.19343199,-84.10023624,-83.54942367,-94.96675628,-74.39988654,-79.49933688,-102.4356396,-79.4010981,-79.9600893
-77.59397722,-62.51934202,-75.42484741,-70.26610312,-75.58944863,-67.22060336,-72.15509097,-73.89202386,-71.21024866,-77.15139355
-100.7865663,-110.4614661,-107.5481158,-115.9588474,-116.0067219,-111.229844,-108.7109895,-113.8368965,-113.5371027,-115.4769209
-97.76431766,-123.6790928,-120.4276147,-126.3967519,-123.5487756,-123.7263531,-127.0826108,-125.728903,-125.4067234,-125.2707229
-95.0787651,-114.3848713,-113.4007836,-113.5458603,-113.803312,-117.7866716,-106.9696916,-115.1843643,-114.0331403,-114.7172897
-115.4324168,-97.02621541,-116.5526434,-99.29993176,-119.5767542,-102.4302966,-99.57873748,-102.2581214,-102.2508694,-95.4097523
-79.78697986,-75.21607728,-74.634994,-75.23590934,-74.47032611,-76.40582778,-77.88861,-73.00327681,-79.44217289,-72.73905074
-79.8795984,-73.68335236,-69.92213589,-71.09836864,-70.03602945,-71.12513279,-69.66826579,-71.36086067,-69.2007133,-75.33820901
-78.39270706,-72.09957612,-77.91608239,-114.3256762,-77.88377858,-65.19428698,-120.4027638,-124.0021594,-123.5191159,-80.89853453
-83.38759458,-67.03428388,-72.74553287,-87.32141823,-72.67563334,-77.67173214,-65.29446011,-71.75162133,-72.80244886,-82.03635025
-69.81489968,-76.74683979,-133.1410275,-108.4368247,-135.4455764,-132.4129142,-127.6636525,-130.8201621,-129.002389,-134.582627
-123.441303,-110.9000726,-109.226127,-89.3262924,-106.8724636,-110.2524534,-110.3838114,-106.4180146,-111.4931909,-106.1557115
-103.4611249,-131.8228234,-119.5561361,-118.8546564,-125.5662195,-124.9814489,-120.7537986,-119.7097097,-108.4391564,-117.8015072
-116.3655278,-96.53998258,-94.81731403,-96.44473469,-96.00813287,-96.86874677,-95.31305615,-96.6967824,-97.44940017,-96.9339664
-73.30436413,-101.2463088,-116.9893607,-98.41587728,-99.02949371,-99.76014175,-96.93317948,-94.14626458,-102.3437334,-100.7130258
-108.1456419,-107.6644103,-98.54615051,-91.46606901,-113.0033737,-120.9157489,-100.4767323,-109.5337922,-104.4275752,-101.0840522
-91.61129719,-76.53986064,-73.30145416,-81.95047006,-81.4657179,-70.82259369,-97.8957563,-85.80995936,-78.26475698,-78.98394203
-78.9274443,-62.75695912,-66.64575849,-59.62592211,-68.65045665,-62.12392007,-70.40704802,-61.94660276,-62.73382178,-59.63928155
-72.36968287,-67.80197057,-68.88821869,-68.18803935,-71.70668558,-74.28665896,-65.26588813,-66.79481239,-77.6068428,-69.11590423
-74.45830516,-76.74617949,-73.27491163,-73.84112386,-72.55579681,-73.36879002,-74.36884465,-74.56372326,-71.79139851,-72.49991138
-77.36585612,-88.67161973,-109.9149451,-92.27996848,-98.0467563,-117.036662,-88.43573406,-61.82826959,-85.08993631,-95.15829105
-73.32927985,-82.10214246,-80.51833904,-77.55787891,-78.87425665,-81.94302249,-77.3972722,-79.09202344,-79.80410575,-70.93843287
-83.50071261,-99.65296802,-93.6684848,-93.50286072,-94.5551415,-90.90645705,-96.00058091,-98.22879343,-101.0250865,-96.46934538
-77.79321376,-79.63059086,-90.379498,-84.21474535,-70.08459395,-82.45511608,-94.950775,-66.64216112,-73.8278218,-78.4921104
-86.03352577,-111.7020761,-117.8057191,-96.12397101,-114.5266868,-106.8644931,-113.3226273,-105.4736229,-92.87647996,-108.6934778
-116.3415018,-91.64079714,-94.26911603,-115.8383579,-91.69177217,-117.6194505,-86.6313904,-93.36640093,-90.75908565,-109.9543695
-108.1416036,-119.8615613,-121.0699893,-91.55253999,-87.07052495,-116.8364508,-119.7760743,-80.03515913,-117.8795838,-105.3315756
-81.83629911,-95.62538639,-82.52696557,-80.67740342,-96.33944739,-101.0801099,-89.30579439,-84.10193414,-97.18286251,-98.61867041
-87.83855526,-112.4228007,-114.5267213,-103.4563496,-104.6452126,-123.2101698,-101.6273866,-124.1453193,-103.5776176,-98.32350461
-93.68199238,-58.88932003,-74.37958434,-69.10952238,-100.682412,-67.06297501,-101.5214148,-128.9986763,-61.26462475,-101.4037109
-89.52064645,-56.67806377,-67.91479019,-111.9066823,-56.94902577,-52.98582111,-53.20491196,-149.0951564,-91.67341334,-70.58576246
-77.06921601,-62.27377776,-133.6668658,-51.8326438,-69.38257501,-61.32693006,-53.46560105,-51.42992531,-61.34986962,-64.5524328
-77.24302153,-75.49754077,-73.1434069,-79.4413807,-78.09961142,-75.62752013,-72.97371174,-69.98817218,-74.58920367,-72.09908161
-90.5783707,-74.83508064,-62.24483705,-64.4775633,-70.18889772,-59.01562815,-81.57323898,-58.15918698,-58.11398434,-65.62288857
-73.40526648,-86.14765513,-89.70910064,-104.2965349,-98.37100338,-92.09393811,-76.38147845,-81.8133859,-101.9816866,-100.0754366
-82.54958222,-121.9272217,-71.37177262,-135.9691239,-146.9950228,-127.5095357,-50.45978925,-128.6395327,-118.9158231,-141.1933403
-120.177589,-129.381955,-113.8607707,-125.4866223,-133.8797083,-72.01771911,-115.9933986,-117.5879305,-168.5448154,-122.996128
-138.4718539,-121.7698182,-123.6146155,-123.9957762,-117.5224361,-119.2539345,-113.276383,-122.4339937,-122.8519126,-118.2545879
-143.095837,-115.3280582,-112.7719725,-114.3797177,-109.8079335,-109.9573665,-115.789803,-113.5702883,-113.6514433,-114.7116193
-112.4661269,-112.9123609,-111.5106566,-109.6559137,-113.187001,-111.228762,-112.4846655,-109.5025621,-108.7525849,-112.4120342
-114.0856565,-112.253811,-112.5119482,-113.59201,-112.306597,-111.572929,-112.2720259,-112.3368453,-111.4940901,-111.0950193
-94.36317221,-85.43530077,-135.9158214,-76.64592261,-96.851158,-83.91424093,-128.7693399,-73.43442482,-129.7824923,-67.98316001
-93.31855752,-99.08560587,-88.66986102,-87.36274141,-85.98681707,-83.52740418,-95.59218366,-88.30485536,-87.3278612,-83.97485912
-93.95414762,-101.1188253,-70.14417951,-100.2803952,-97.45679049,-103.5496554,-97.74759841,-100.9100837,-95.06021354,-65.01577908
-102.449731,-65.76394727,-111.588353,-110.0455349,-108.5777419,-110.4746574,-108.6856296,-108.3601076,-71.14870667,-112.6053132
-105.2176719,-117.217385,-80.74073338,-110.4413494,-105.8111936,-74.24707543,-69.83636773,-102.1525277,-65.35096824,-89.57407564
-77.38399566,-119.4156163,-118.8089791,-121.9737023,-126.5938884,-124.3282098,-120.7968406,-85.33916879,-129.819062,-125.2716718
-99.06656739,-124.3079053,-94.97428646,-86.66485157,-121.7286997,-84.523644,-96.29522234,-85.05821971,-125.9625105,-119.0375995
-121.839236,-91.59566605,-93.1621952,-137.852303,-88.81177838,-85.32731415,-85.0231383,-127.3747883,-87.46429088,-85.97756567
-99.52149549,-79.93941515,-111.2424553,-77.93611624,-79.71792214,-112.584773,-86.83418218,-81.8623186,-108.5155233,-143.6912627
-79.00657429,-112.2350543,-110.0358526,-162.3481675,-112.6558747,-109.9045029,-115.3059887,-110.8855966,-111.0778232,-113.1581075
-109.2332898,-76.65150922,-110.918743,-81.04466737,-120.6962737,-115.4703508,-112.2190523,-116.8212646,-149.9927598,-79.24036422
-112.9113193,-110.0448904,-120.5199987,-147.3176375,-110.1882979,-113.8689468,-141.2888044,-122.8448197,-108.9339802,-122.9836573
-110.1857022,-109.2826903,-110.8475008,-109.6231718,-110.9769483,-110.5003953,-112.7083758,-110.602997,-112.4850057,-112.3512541
-113.1486522,-112.7516906,-109.9212745,-110.9284678,-74.60001026,-112.1425836,-62.82416027,-108.8676086,-73.52967181,-110.9056541
-112.2548929,-110.4258794,-106.8991426,-121.693596,-108.5639045,-110.4922655,-123.2347751,-106.1491945,-108.011055,-108.3087747
-109.7323918,-108.3801907,-108.3968946,-107.1385165,-108.9912879,-112.1571605,-107.7981392,-107.8490638,-106.8028206,-105.6490351
-107.1495622,-107.250997,-149.1608402,-141.6260671,-108.1147996,-104.0439063,-104.9116755,-107.7829909,-107.0597267,-105.4497147
-103.3442542,-108.9716075,-104.8724844,-107.8577713,-115.7416115,-109.5669755,-108.3830983,-110.9952896,-110.03979,-108.7679891
-108.6556061,-108.481327,-107.1289369,-108.8284518,-106.7089017,-125.7537747,-113.5962997,-110.1919071,-133.4411545,-109.1092617
-109.7331706,-116.8425357,-107.7857262,-109.8894146,-108.8460327,-111.3741174,-108.2424371,-110.1662381,-109.4874977,-105.7940634
-114.2077206,-108.2907338,-109.5976224,-108.5797177,-106.9416082,-105.091642,-108.6973116,-107.3725616,-110.0898479,-109.8109913
-109.2779454,-104.1611867,-108.9517208,-106.922034,-109.6522175,-109.3711131,-104.6627857,-110.3195966,-106.8191996,-104.9742639
-106.2460752,-108.4685205,-105.7809544,-109.6195787,-109.1775491,-110.7501625,-107.0501152,-108.2926828,-110.6455788,-107.6605808
-106.9633399,-106.7277829,-104.0911008,-111.9556712,-105.5643681,-109.4502598,-108.8934179,-110.1955011,-107.2327396,-112.005298
-113.0024656,-111.543495,-113.0643129,-113.1696743,-113.3267196,-108.3895196,-108.3974532,-108.9452228,-108.808117,-109.162622
-111.1670514,-111.8468103,-110.0646939,-104.206227,-114.3797034,-112.3915781,-111.8370818,-110.3591012,-108.9314395,-111.6357459
-110.4210049,-107.7199778,-107.8197462,-115.4092087,-113.1611917,-114.8757361,-115.1823919,-110.6300389,-111.6653307,-118.0398448
-119.8190575,-110.0717012,-114.1651543,-109.4838631,-111.196389,-116.4326205,-113.449984,-115.6623591,-113.2378236,-108.2136703
-110.37582,-110.7467129,-109.083591,-110.5682739,-114.8174479,-114.9185615,-106.5733973,-106.7144137,-114.4002887,-114.6261515
-108.9262321,-113.0889138,-111.6026483,-109.2300215,-119.1540192,-115.4120421,-117.8283615,-108.362186,-108.450066,-113.6811674
-111.1142322,-111.5167273,-111.114154,-120.1923874,-113.0640738,-116.9440164,-111.3303653,-116.565713,-118.0557295,-121.1634034
-116.230312,-115.2962759,-118.9046909,-127.5198287,-113.5369326,-114.6646943,-119.9174539,-119.5964347,-120.5454243,-114.4330509
-115.2882553,-110.8143182,-113.2989801,-110.5953092,-112.9038822,-111.998427,-112.8041782,-115.7120588,-114.0697049,-113.5692491
-110.2808409,-111.9727898,-111.4583352,-117.882197,-112.8494912,-111.7284001,-111.2761182,-110.8894133,-117.6533743,-117.6219394
-109.1256022,-109.3477679,-109.5948314,-111.0740932,-108.6074371,-109.5174795,-109.0672848,-118.9856655,-110.5362466,-110.3628065
-111.1067375,-107.7777718,-109.7391275,-111.1387721,-118.5166013,-115.2382789,-107.7839021,-122.5588147,-110.1536397,-114.7295017
-109.7197852,-109.9073184,-113.9306577,-107.6344892,-106.5733698,-114.3297237,-112.9060666,-108.707069,-109.9785555,-114.387722
-109.2910423,-107.4109119,-106.5844484,-110.9795175,-110.212079,-107.4541104,-106.9177455,-106.6458487,-108.2997952,-116.7610484
-106.4929539,-109.3984657,-115.486959,-115.5402076,-106.2511229,-108.0888269,-109.2401221,-108.3624295,-109.5005445,-109.8994807
-115.7418406,-107.3650736,-108.749214,-105.1914304,-111.5202905,-109.5742096,-110.1711272,-105.7293304,-142.6455742,-111.6093998
-108.2851455,-111.6718866,-106.7367463,-105.2760843,-105.654916,-108.4284967,-112.765954,-108.296224,-108.7631064,-105.9759858
-104.9549868,-173.8649433,-174.6291163,-173.8583949,-173.580717,-112.7012793,-174.5225198,-111.3144581,-121.1761419,-110.0533541
-209.8487754,-180.300648,-189.1712053,-108.9631233,-162.509249,-186.8496624,-108.6049011,-107.6498217,-206.5661997,-109.4699184
-106.8110224,-129.5891219,-122.8835509,-119.3294676,-121.5430019,-109.9524054,-105.9763251,-130.7545933,-107.1104185,-163.2317995
-110.8776822,-180.4001859,-110.9972014,-196.8013874,-208.0491253,-108.9847378,-182.3661401,-108.1296047,-185.4810831,-176.7073259
-157.4118997,-105.8857635,-106.0890979,-141.9230127,-103.4072112,-103.1444557,-103.2952723,-140.2519847,-105.0200902,-139.5681283
-103.1441331,-140.4993226,-142.3500244,-139.8002381,-143.0138683,-138.345241,-139.0611485,-138.3231199,-139.6877424,-140.3924843
-119.2890421,-123.7693471,-105.7735808,-105.9551227,-131.5527104,-102.0014352,-112.965952,-102.3395654,-103.2630284,-103.3159098
-138.7627619,-103.5616988,-105.3471725,-108.1422966,-104.0930104,-105.8907819,-110.801974,-105.1332389,-104.7928898,-104.5302005
-103.7745939,-149.0617155,-60.44442045,-147.0609421,-147.5232171,-145.2521403,-146.5975015,-149.7355784,-174.481985,-146.9918071
-144.4504854,-113.0452355,-115.5502591,-110.2071089,-54.00905654,-110.2859419,-114.1747458,-114.8687861,-123.337115,-136.1928834
-112.9251865,-117.4450548,-117.8546786,-106.886689,-119.2443512,-105.6762305,-110.9057513,-135.383904,-109.0762872,-120.7537679
-136.2969141,-127.7064382,-113.3986614,-133.3865499,-114.5976123,-124.4859387,-130.2833411,-103.3304153,-112.6723549,-104.1830988
-120.856247,-117.587087,-117.4068519,-116.4185245,-117.8584675,-120.472848,-114.2360028,-124.6211075,-118.3083931,-105.1842795
-112.2553103,-112.1433571,-125.3932209,-119.9953428,-112.2020402,-128.6517717,-78.00177467,-125.816884,-116.1334473,-125.7968606
-122.6998102,-125.8720261,-127.3762167,-119.3400551,-128.5486527,-120.9145167,-111.3047199,-95.2371147,-124.4163661,-121.5668616
-103.6966001,-138.7286507,-102.4927818,-145.9158961,-117.507904,-104.045274,-116.3154603,-102.6030285,-118.5948182,-123.3623722
-127.1943558,-109.6316774,-108.3356328,-102.2224997,-158.1170224,-103.3049644,-112.3987117,-107.9187098,-101.8262954,-102.0257671
-101.9002392,-101.8303166,-101.5574501,-102.7770793,-102.8427782,-102.3377572,-102.386656,-102.2047075,-101.8562862,-104.2348068
-101.4521002,-103.7390793,-101.9151773,-102.6877633,-101.3804138,-101.0342494,-104.7129844,-48.08267493,-103.167653,-64.55304055
-104.6015104,-102.0858532,-102.0731435,-101.9875491,-101.7897478,-101.5206972,-101.4425476,-101.35337,-101.7685415,-101.7571685
-151.7775725,-112.8719295,-137.775287,-94.34452837,-95.30611515,-138.0420046,-108.9630777,-99.4736503,-107.1837761,-106.6621618
-118.6941586,-120.2755397,-42.4392137,-126.1845432,-132.3073024,-30.48245745,-77.99032809,-35.68296297,-40.09028596,-40.38524242
-125.6133294,-128.3757094,-128.9772113,-127.5622147,-140.5037107,-123.4777627,-121.5257679,-130.2684119,-131.3310622,-122.1585635
-129.9489635,-124.5803194,-102.0969931,-99.56038703,-129.2481791,-80.75814185,-70.21741035,-91.69456573,-96.46840506,-74.06680007
-133.3176259,-71.23729984,-50.98131823,-144.04854,-102.1244385,-42.64659923,-66.55551526,-57.43570026,-65.60022044,-59.54520911
-76.74718948,-94.49103735,-91.50573724,-87.63977953,-81.81348316,-82.40415387,-82.38394421,-93.65065388,-96.97357971,-92.938658
-129.1398997,-75.97006986,-131.159675,-132.9998172,-130.4224297,-133.6926537,-131.0271183,-127.9412436,-56.52587539,-128.640208
-60.1149324,-60.58351731,-75.3411647,-60.98143457,-62.48698385,-53.81059601,-72.98272684,-47.90308308,-54.29543159,-61.25736089
-71.53162348,-72.31448142,-125.9434443,-68.80834326,-80.07819081,-77.84437057,-84.00959312,-82.00146887,-129.8592253,-99.53436484
