eval_num,average,median,best,worst,best_avg
600.0,118.09104924032273,115.24995557728478,76.52659011204462,161.18230314432182,73.5928915671906
625.0,117.302238715269,117.93239228268651,85.21477182795047,178.23061058836603,86.90497294891301
650.0,117.76267429530586,102.60725795983275,100.15375349536662,149.99496758234577,100.84387006717324
675.0,109.15576867778367,86.09227495828824,80.50801664756978,158.8219323552671,78.67465742420553
700.0,115.42729812353603,101.3571003422172,90.45786325389868,168.56275193943276,76.72891100206265
725.0,115.73216531353694,110.43951904381066,64.66050092998128,157.56988272141405,73.77644171553328
750.0,105.2336513392981,48.55499693102275,48.55499693102275,126.49762390664057,85.90635584578379
775.0,111.9617672225945,101.70469286321539,41.11970766224706,158.03929433361728,47.71974438859992
800.0,109.20386612996599,106.4716374823271,77.38770769374227,172.64918710298056,73.91229144302022
825.0,108.16454329487163,112.31772670812283,68.44385525744187,202.07136886679137,71.41569880469814
850.0,108.91092582934964,100.67478470764733,61.61090431660024,146.66784701700098,77.26552294753881
875.0,114.97217036611904,108.0247606266526,68.9082724356286,171.08527541893676,70.16866036888152
900.0,102.37478520095246,100.00718770172944,51.02270114193496,150.922972714015,43.39974610538742
925.0,101.2866566579577,107.68050351498214,48.6767406747269,145.19065286168035,83.65232188504966
950.0,105.38088985610649,75.5833092433497,52.664800531299846,140.7271784413564,49.84764522725688
975.0,109.87370785018601,109.49685196130599,55.76285131593769,145.09139143167084,70.77808570233508
1000.0,119.39583009174169,100.82427601273172,87.94922419901245,177.45080295604714,95.16297713542984
1025.0,107.36008319562401,54.37238272856423,54.37238272856423,163.6805023271303,52.23417892159298
1050.0,112.37997609057248,114.52719840060112,80.20241384545871,169.40425392616692,79.47688547117453
1075.0,106.2230964789302,100.69595898190637,63.72187380997707,175.39204094718468,62.49549054159299
1100.0,111.28879850506792,102.46754831489983,41.09059631623358,181.19588791470304,55.678422106390585
1125.0,116.34840838361377,106.84429890425628,75.28034781362778,174.61609249739857,97.42109936593467
1150.0,115.17465562691338,84.35780944053461,72.28175494679893,165.2353276638277,70.090798312481
1175.0,108.01929893738341,105.01825418453006,71.71446350352876,156.00030739537632,76.5188291820587
1200.0,121.67102153967551,127.62401649947992,70.50088493938073,173.05048684386804,69.93272009130771
1225.0,117.98651524192324,139.48267700971644,64.0978903026053,231.94805588788827,70.09124720097361
1250.0,119.865717706758,58.4450431651192,58.4450431651192,159.50151870691698,60.95694902305678
1275.0,106.24503122504589,79.28030686759804,65.72170167171079,165.50562695038258,109.59407581859473
1300.0,115.5902481988229,99.73608874329925,92.23519690540881,188.33730200583793,100.11918971182726
1325.0,116.03410068315284,102.39344888309812,50.26480268233457,210.43808177894272,56.077614350270586
1350.0,107.67779565635244,71.53903249571897,51.61211808984542,165.29431212810368,91.46805414917749
1375.0,107.84793634919964,116.27962376931058,60.85194853951915,153.3908224104177,72.3901733166438
1400.0,106.73374675922435,101.2176870906409,17.842131306390506,151.1035964309302,23.090349660630597
1425.0,102.2692496262112,110.04652502069374,37.684078430108684,161.15068394649185,38.478997227208595
1450.0,110.20020270586627,120.58738087574173,64.32608706182405,167.92667588595367,65.07438718987936
1475.0,107.85715745666072,99.06523036441082,66.97622933717487,140.1144498698332,69.23900405880693
1500.0,104.3219321063286,105.61577276180414,62.42567594101464,137.50938273193222,65.7203202895281
1525.0,95.27309662881163,77.24083180389493,48.480650428378915,141.05949615643084,84.73061579280045
1550.0,106.12896078755115,30.891209800402923,30.891209800402923,146.51549078354594,113.63744683255803
1575.0,107.37965606660583,179.81061032117643,71.18052339688772,179.81061032117643,77.91624157102645
1600.0,107.90183334792874,128.10246910044182,70.48156358200526,150.47529845920644,90.05429185355163
1625.0,99.9195462821267,108.70541487445061,62.499794305348146,124.09766226296814,79.46179127689274
1650.0,108.11126891343915,137.8048992779938,50.60805497845765,180.26825445178855,54.63704633151211
1675.0,100.85828409485772,98.6358689853667,49.83375973822952,150.6845475223207,64.40377924365717
1700.0,120.14623630848945,109.32241460983563,76.01404978948631,193.02414482830454,81.8141251748185
1725.0,105.47233980821102,79.87581692459608,73.2046939435913,170.05165486460677,102.2944244397007
1750.0,100.26147110016552,100.73654070638926,40.8888716155769,162.74553484363915,60.4608401896651
1775.0,99.36497173333615,95.43876104845441,60.96657307714781,148.15211263525683,70.14981728661087
1800.0,112.1995476834395,98.21708120104518,47.51957490156413,225.8752675777364,47.80645992235768
1825.0,122.26395956127939,102.14236428614159,64.91412128467626,179.58688145316566,65.78493879768457
1850.0,102.6739022335194,114.1221878595846,63.32677061102724,149.85261679960257,67.55568781101779
1875.0,115.29942044752565,96.44423321460442,15.541857945573716,204.2405385376295,15.507548236835424
1900.0,109.15284665838689,127.21525090443095,37.69398415217018,177.77696109639726,41.45408785277981
1925.0,107.19035421532439,121.5017746373988,64.059378474781,155.74255486550308,78.85288067490156
1950.0,97.46138867265037,112.4469873029404,23.51721997970215,144.05131853397688,43.3022743019573
1975.0,112.95178135453567,119.51786319228448,36.68078785718899,199.1033533657274,37.60571117085055
2000.0,96.28898147731415,37.018320573135085,37.018320573135085,147.2044527120866,76.62002862310081
2025.0,101.83911312624967,74.40460369936075,24.382588413205642,140.5633882447942,26.091145064037608
2050.0,99.45731806724356,106.41089403114066,48.57063427530665,146.97094522921597,52.26575341823432
2075.0,96.53326528436043,87.68126383421452,27.560173585039653,129.8197793686369,59.796401293603466
2100.0,104.64269909178252,113.00408481130516,69.03534000648634,126.74927345266222,124.03843174271329
2125.0,108.85103379805254,147.80493575803033,49.62484183939369,147.80493575803033,85.94243460270472
2150.0,109.42173143406602,101.8087895037507,59.569466914173034,145.13165467701725,106.37542328700006
2175.0,112.87963563669774,174.68499541671028,52.26037269443467,214.62803762242947,57.75881371876676
2200.0,104.96344605255362,117.02448707506309,1.5059946648844778,167.09639506479638,6.037410322714043
2225.0,110.44739141797292,110.15471345595518,59.94843337475741,152.31344872140784,73.97772963271207
2250.0,108.66015386568408,111.54262793681194,44.991301235772866,147.88751017828608,75.83366483043291
2275.0,102.3920235403674,130.48512385038956,-14.363629437540325,196.77733231503385,-31.35934845918054
2300.0,103.56004501926778,131.11684124587686,-21.063520708289655,163.1949031466092,-9.963307184533383
2325.0,95.73035327694002,164.0080533295437,-16.946466873342136,164.0080533295437,-9.62587963075451
2350.0,94.84245155651816,106.71361116520355,-68.52254045479368,153.52562244986675,22.8290980263032
2375.0,79.08384810709227,54.16721347450978,-56.01580417359559,173.43526917304962,-46.472626161624305
2400.0,91.08614426465452,-15.52026956422428,-42.11983191391441,172.34659656414942,-44.28536086400002
2425.0,80.2209403784616,140.10219126587637,-65.5556172243088,148.90448055228404,-55.11624073439028
2450.0,87.8180587872372,72.43224673670716,-39.94965149932168,172.0632017670599,-39.871931690735245
2475.0,86.24039215565486,95.72302370977081,-59.68241281353552,182.58749852650425,-58.52594939456246
2500.0,71.16617948941175,55.67863727676313,-72.33601576902277,160.1200085253046,-27.14488256174234
2525.0,66.68665891737346,-74.3585657853161,-74.3585657853161,126.40185315935705,-63.28655670521831
2550.0,67.51657031621406,-20.241454405087435,-93.40985338591298,142.74404056886513,-83.58618492649767
2575.0,61.53070440695609,39.57904564883867,-57.24890919103464,159.97831611485475,-57.374137642247334
2600.0,36.58885742890185,-16.8217900245047,-62.84920408754923,152.14702037070504,-49.65305093525943
2625.0,65.37205130360653,-48.95256835296571,-62.755731979997165,171.3548909936926,-36.295471184772396
2650.0,61.67521736473016,43.54780462517101,-72.15539798756073,147.79139569363306,-67.11930851649251
2675.0,55.60142330599991,67.92670499784427,-54.43622887875253,150.09574350291365,-59.06797143170763
2700.0,48.68865188297458,65.3588056004811,-56.92780152690704,154.76897042975884,-49.285841615778395
2725.0,53.776389548554796,78.05239914937445,-32.949935388860666,156.06526924455414,-44.97682220285303
2750.0,53.70972916882411,148.05320480518785,-60.720272800223285,148.05320480518785,-56.0949017101265
2775.0,33.621368182969086,-16.419843674105888,-63.26283566049296,146.50376983706482,-60.70120019606443
2800.0,54.15702486660111,50.60915409479248,-58.90117704206378,204.09064051435018,-52.589742761945296
2825.0,33.98405362303602,101.93775053217246,-66.19931347470973,128.68677624012193,-57.73602741987546
2850.0,28.346968279472367,137.76796337881368,-54.4778578213166,144.5856060757938,-42.073878533133026
2875.0,44.77405377602787,-34.14987131458276,-63.71518830512963,180.14496328201938,-14.194821572340256
2900.0,54.49321111602879,163.31414713141925,-63.14483792062474,164.99002563229323,-63.10118137199098
2925.0,35.78639548951419,-17.44471170041401,-46.287481775807805,172.30294022992626,51.230595585985
2950.0,53.177542898705894,35.045462791043505,-54.45230396738747,161.56209821188378,-45.788193380764646
2975.0,31.806022370740543,-44.9439223368409,-56.559637907375745,154.12094808839115,-59.37790910766025
3000.0,29.94327679908993,-61.73288362707005,-61.73288362707005,167.34052689802445,-53.33034749129863
3025.0,35.416064504872146,76.38040357146285,-53.88994102976717,122.7364283630761,-51.07270799158391
3050.0,17.65749829473974,-37.69086213440464,-66.85284366636144,127.05089192060571,-10.811987165992424
3075.0,47.30703455213418,131.02825205391397,-53.119354499853465,146.11955580586192,-36.51889937883392
3100.0,26.129494697917544,64.11721825913153,-52.17682449469896,174.8922358253383,-34.3291710864722
3125.0,21.703036454629597,-34.38586447166462,-53.9786792321825,122.3070740662406,-39.23876977079205
3150.0,73.49753138015006,-34.051968455961635,-54.02849824577196,168.92732568338505,3.371928513591329
3175.0,30.068227364251058,61.177292564691214,-68.16509237147184,123.86855882815134,-67.35688498142376
3200.0,20.591074055519222,7.7224153263109265,-60.719974391365426,133.3282956003112,-61.8468082460063
3225.0,45.99307754797221,-24.330793298858804,-68.30490456775452,202.7623403666302,-71.44066585170131
3250.0,54.68513272902709,120.77266002701906,-52.20188147928369,137.63257649079443,5.853202144478754
3275.0,31.132491364843062,117.06094602391683,-67.55908324782541,183.57926804122422,-67.72100221966934
3300.0,16.7389283568144,110.3815176708332,-61.63022590521756,144.37754190322255,-56.54335267471235
3325.0,57.01337464943498,13.065305548529508,-68.07766989015416,179.28034909600566,-56.37352676276915
3350.0,19.93466808476571,78.24005987730119,-61.907889038763834,154.83422344638717,-61.568566688295164
3375.0,25.86435865982513,-46.84086441556606,-79.86083943307709,159.70954427543833,88.32276304522816
3400.0,24.96452425943224,106.7169623205171,-109.94250209315965,140.59923734293739,-52.097404623567705
3425.0,2.643903340908164,-1.2807247049969357,-118.41744708228529,155.53486778163537,-115.4464793566943
3450.0,15.37450262783146,-19.819356390207393,-117.00987339064632,128.56167249045396,45.96043990487849
3475.0,24.614853833832722,-44.6798446301836,-93.1281976149723,119.75764968431866,-88.33938459943496
3500.0,5.420103959863916,-42.70714312481989,-140.62439016058983,130.33915085782587,-65.52522462924387
3525.0,56.47962400067824,-79.97124900399707,-103.1937159205051,208.4584397240851,-24.33545320753697
3550.0,57.91049391575165,180.38913072551878,-101.15381204764849,180.38913072551878,-8.987621595913593
3575.0,33.77758640146751,135.36968175483122,-78.66111192768186,135.36968175483122,9.685519365367584
3600.0,27.360814420119077,169.59637843261038,-125.59419216927209,169.59637843261038,-132.32396799808316
3625.0,7.761148844075921,95.63764701002546,-134.63745031669947,134.7405950021601,-19.23520364701431
3650.0,-20.750699881715956,-28.925198644628875,-139.29687841065004,145.79547612193338,-132.67095222658304
3675.0,-13.971981313077457,-46.296490799032554,-140.59396106318565,152.9112800428549,-131.28074211528548
3700.0,3.990249940848049,113.3507939722358,-152.16969207269932,148.86924128112506,-58.038152317324844
3725.0,14.925632029065143,103.88189207602169,-131.89125827052092,160.32046013612984,-114.76728151117076
3750.0,7.126927819503837,107.62729322454457,-145.01480507992048,149.28071615126512,-40.81910505762441
3775.0,40.78203509808912,124.95529301227691,-142.7087345537641,132.49451787753156,-73.97581882098893
3800.0,-7.4696210462735495,-35.02640104913968,-130.22097464942362,136.09128386171048,-117.34006067178902
3825.0,-10.956682377210702,-125.06610902185834,-156.08809143624353,169.6872284403267,-87.83645273395696
3850.0,16.936476058251884,129.81324864927927,-145.1623575688727,129.81324864927927,-70.58978799732233
3875.0,-23.365271747894557,70.1090344916976,-164.44438455924416,111.00730370470882,-163.1902076242862
3900.0,-12.10209389327707,-168.53201783169612,-168.53201783169612,159.5085525758151,-117.11836129076767
3925.0,-48.603778404745924,-82.16825025707784,-162.97819097059013,91.45829811051551,-118.68347955997542
3950.0,-34.03371340392402,-51.379162396541275,-170.0978627472827,118.55090586956901,-145.86262339392977
3975.0,-13.493788459062303,-25.18148281463793,-165.86251498214443,127.57109859272643,-94.42724665888228
4000.0,-7.860931361412562,-99.03629693922262,-124.69493308968055,149.0210320895993,-97.8957359301888
4025.0,-4.306177761135299,57.49097134352625,-160.35164785537512,123.48613880705088,-167.85514766153776
4050.0,-0.3411255551413069,73.72791281163626,-149.80351905118334,157.43982879887153,60.0975335342426
4075.0,-48.25766996297588,-56.50078137459547,-138.4694082765765,132.0908548537679,-123.61335721291361
4100.0,-21.17193833330961,-133.19584186116754,-169.012667091829,166.4459953788881,-168.22241049048804
4125.0,-20.646070537217632,-116.45395334413851,-135.7414265060918,142.69367599328567,-135.8310070312993
4150.0,-57.26036228299553,-115.11391793310582,-137.2138303034205,119.77661366759365,-151.28192092462285
4175.0,-38.481052083322986,-96.43043103161868,-170.76622708368208,164.74427164729852,-49.399566691157645
4200.0,-4.139462779098709,113.23617083380806,-189.33512908695482,160.93797572886197,-192.18116662434625
4225.0,-25.32821012586692,-43.219040910854986,-146.52945504166541,134.25756690103245,-103.38373273989922
4250.0,-55.02936802840821,-139.07651515709765,-165.4579547383222,149.42609600297234,-37.7913448223739
4275.0,-25.569685527501417,-68.02931772374507,-153.97330408933078,117.9776195778735,-156.5589777117495
4300.0,-23.750987768381815,-114.16966844936876,-166.76499583574918,126.4482262931224,-160.41835543803123
4325.0,-42.26171605570522,-116.60859110198723,-178.3720644595715,122.47382215721098,-166.2696730613354
4350.0,-49.8628504639577,-98.52135925692572,-185.19071899795193,106.9535990218483,-157.39035207390845
4375.0,-28.277309587321028,95.8113133530977,-205.838068151068,164.2207675852958,-196.57104303091995
4400.0,-19.22090323527725,97.02031351318522,-172.74346807943812,100.77631954052113,-158.90609787732117
4425.0,-51.42094018078013,-127.53051219508075,-183.23634772974523,154.75824704131148,-176.90884328604042
4450.0,-1.8527534407963628,72.36257027409917,-174.15444022998702,128.99854777647118,-99.61893911004077
4475.0,-45.205756050030104,-110.4057409905677,-167.64446055999295,115.25029617878238,-96.46668929050051
4500.0,-44.82927672064887,-93.80772762881551,-172.56483793467171,162.32894338376278,-158.85940588337917
4525.0,-29.205112784966165,-183.35589982448715,-194.35843385877484,171.87947600842878,-94.26733777985709
4550.0,-54.402676974557735,-91.75233105445093,-159.10068189707306,138.9660118859741,-141.4545981485262
4575.0,-58.45124058626237,79.33486836143207,-165.9713494613094,115.43289306740587,-147.66231704478497
4600.0,-36.148703868760585,92.84201927916646,-204.03345057984808,164.06822186219193,-13.608547675322573
4625.0,-33.10728730463274,106.77883471342487,-171.0743244592329,127.19854854524881,-129.75871596025868
4650.0,-30.790587982210173,-2.165171825292221,-160.0980098316502,116.89079578301312,-126.4000466991954
4675.0,-80.3427289644732,-2.3506926514394006,-170.68618910015667,112.30302914013096,-98.49683799479955
4700.0,-66.39102158957695,-72.73706136062295,-175.69683758634267,142.25808934676672,26.243500010874573
4725.0,-53.20134661287096,91.49770506144364,-185.99068115306335,162.45122468756807,-10.655977909046776
4750.0,-51.11400064953607,-152.75029971115646,-174.4473657538045,125.502963019846,17.256370273332482
4775.0,-25.621946970475623,113.54685475498748,-196.5939084319852,219.07548945863596,15.462799970955132
4800.0,-25.895239607943996,68.67294770828948,-172.86137858026638,142.01909194072027,-157.32041992906895
4825.0,-49.56289592551094,-130.7454493691922,-176.45363450279888,114.46633057326639,-147.8072308388054
4850.0,-27.793213133103364,-142.1423042327137,-190.36029234125152,119.53866483332155,-132.12460675164021
4875.0,-51.48748431408773,-151.3178959780149,-178.32730014442927,127.29104906249607,38.345883466130935
4900.0,-70.9750546129238,-21.405957147950957,-187.58153636555403,114.60232372950453,-173.5101664390589
4925.0,-63.87888766935222,34.86157264085169,-165.78950012908132,107.85057858469523,-55.365758222132015
4950.0,-6.799108807150417,-93.31555678230565,-172.90742567208176,155.89728586781774,-145.3056285098732
4975.0,-51.832197775945936,-145.5358655843428,-152.4749023076404,171.5699050640203,23.515544659428326
5000.0,-69.291275770505,67.87653472154955,-174.1613833264303,121.2191917094638,-121.5881151569633
5025.0,0.29049696110608353,113.88841436745041,-147.4936915556185,157.91474094275677,-139.0013742934817
5050.0,-54.491996835294565,47.96678252661056,-168.90721045693843,111.5881351375108,-158.47747603492024
5075.0,-5.831423037649447,108.48440440650285,-180.5212381280586,155.92338716961854,-149.05436219728
5100.0,-22.939825781048786,122.16414044567689,-186.36726926996747,129.07762743131815,-114.20237808047257
5125.0,-65.5237862091711,-144.30125467191718,-159.53852020805664,121.66078204421463,-48.39942366271422
5150.0,-60.201617794458365,-55.33692521670212,-173.83514216591917,120.83939656596382,17.26456049553176
5175.0,-37.61472770202136,-147.96320952950202,-174.37189157499458,147.89255956527447,23.663608844503944
5200.0,21.5385152881839,-90.57079304172612,-152.90392888618112,116.97089627432575,-141.58340008723837
5225.0,-80.85980670388064,-175.81764452639246,-175.81764452639246,127.57993564830342,-98.78164513642469
5250.0,-57.161782475590925,83.92698962275553,-158.40667324977588,120.21914325194186,-155.54006429631332
5275.0,-48.896292884161014,-149.2935749459158,-169.61699406788142,131.38710885383486,-141.43578535630544
5300.0,-69.46202735785795,-112.17962201316443,-149.76699626188352,158.47638730985463,-137.1203418250366
5325.0,-7.77334490755471,-164.56327926851387,-165.77508663143027,128.40155434115542,-81.8068900894045
5350.0,-70.9320945195263,-123.7835233755512,-160.55806907924008,131.14472072781308,-102.21526909647194
5375.0,-86.5557440072231,-150.6070074293545,-169.3841354739968,116.57032338644999,-63.90600007184672
5400.0,-61.423035083924695,-82.22888888640732,-166.11317883118215,115.45098685553796,-147.10642552389453
5425.0,-48.42151334155376,7.584996398427975,-161.78108811611312,119.5362820833943,-155.80919792675238
5450.0,-83.76231121158521,-123.22483255693811,-165.55265703439727,171.34554755745287,-156.90371755675386
5475.0,-79.82509067311413,-126.35244216191694,-166.40911087210813,114.68800815543223,-113.01563280190382
5500.0,-93.59314422261846,-127.7344751937489,-175.2601419968107,89.38033100354113,-133.6758111120079
5525.0,-49.9662573975193,18.528045012682824,-160.11642719227024,112.93578664455501,-142.7761415548993
5550.0,-59.264216150120056,-74.02260865832014,-174.46252578221893,102.00992266522846,-157.31914910602922
5575.0,-61.13445607439033,-154.00886129605237,-169.58775244961657,142.40377406411892,-127.29366586794826
5600.0,-66.67711433235092,-96.26552469069652,-158.76339542682067,148.8614413029964,-124.1655352722263
5625.0,-5.0894715270382616,-103.37462489412749,-164.98842469128556,117.09950195536577,-147.88237601238797
5650.0,-34.853698096751344,-135.8139817623611,-163.88373733174294,102.98207380667391,-89.5066662760491
5675.0,-37.80418733875713,-118.9021789382068,-167.5489111739971,136.90183920831794,-113.65195036686717
5700.0,-100.88164761462492,95.80973379795068,-183.98359691072076,95.80973379795068,8.947529272721349
5725.0,-94.10529834373443,58.05838476195018,-188.01743879433036,106.29060785281038,-121.88253290834311
5750.0,-53.91411812553678,98.30634953587877,-182.96551119548926,169.41254706449322,-104.22988250313388
5775.0,-51.40643414779077,-151.89949437778932,-193.1792771144822,109.03369597699805,-105.75202073841292
5800.0,-46.37118638862714,-141.69238788364166,-176.30373583731847,122.63770970431841,-95.02665646789066
5825.0,-62.95435516828425,-146.10771078444265,-150.5276521340309,149.67337475064775,-145.015169411632
5850.0,-74.1667013353975,18.532590565844984,-172.04508688330685,123.0655014170551,-149.90076920262598
5875.0,-47.584419222621584,102.0840457298203,-171.88985598139266,110.43210888275894,-17.61797665172467
5900.0,-49.446911487764574,-114.4537553933655,-161.71837183143526,101.23721075134787,-116.55679034275647
5925.0,-65.16168485067729,-46.46280551474187,-157.44848989585594,102.37853203159324,-110.57523570071082
5950.0,-65.32298269612953,-147.16147428019917,-165.8404120654068,123.99449688385305,1.4524631253979137
5975.0,-35.68701290503561,113.7430401047965,-153.30143957780757,125.12787896619427,-145.59268135795207
6000.0,-37.418655342074,-24.51108168516336,-157.81574159358198,165.40784803123665,-120.61560022396364
6025.0,-40.91989155328653,-148.03957959559605,-171.35306548500122,129.8241583089927,-168.17925938775565
6050.0,-67.95288060707504,-103.69851389052502,-177.84053701617313,127.8956160159993,-116.37340556017378
6075.0,-54.440628713805346,113.39388457286358,-158.07772078908474,136.1986186005252,-156.96502380815883
6100.0,-24.526242739173934,-88.03518514785713,-161.25867959696345,150.44993205767562,-108.77290448404787
6125.0,-56.31181666812105,-122.24724038473586,-170.47734230580895,177.55430164272036,-112.12050146526258
6150.0,-62.1030886921117,104.83877813529597,-163.69651337315344,111.35038203709884,-22.6310809480578
6175.0,-116.56294664805137,-157.81227311070083,-170.79291992433176,38.38375656661766,-15.249103018133502
6200.0,-59.91481742889462,-154.69119090486262,-160.1589390900268,119.95870020304622,-85.70175952244733
6225.0,-43.774217983275776,36.32129025834549,-167.5921351015112,135.92518229927683,-137.38028968912448
6250.0,-84.99693464045917,3.3675373191848053,-172.12013827183523,104.6974999501786,-149.07353079524435
6275.0,-38.73498126548913,76.57216014266623,-165.2359246707676,106.27385410319518,-70.06885988921039
6300.0,-47.08903992041896,-112.47257535908935,-165.02917355353188,117.32947740533885,-160.91227688266972
6325.0,-103.86094626530365,-138.5165631483271,-206.08973589298483,108.75537525466147,-4.174279575889662
6350.0,-48.08433866453204,-125.29257162575696,-178.69817494812742,167.67593949088004,-32.02605866707951
6375.0,-43.50461075396697,-139.37073089028254,-182.20044781252943,123.07686186105013,-110.72676787934654
6400.0,-31.426004158396132,94.27326107936105,-169.82540181650302,119.7857952556902,104.78472499345176
6425.0,-48.31927827747611,-166.0136670841813,-166.0136670841813,121.52501944099058,-83.97874709714024
6450.0,-19.928235031693653,-146.72312557308615,-185.22213676369688,108.9788556065547,-135.79506276031816
6475.0,-54.826918713194345,106.60897169603098,-164.9026941369585,108.43807170274854,-127.33483300785755
6500.0,-75.17425214651865,-154.97620034566938,-178.92553594647748,104.77437547241772,33.58079423003564
6525.0,-52.13777052352084,-139.43571320194442,-184.15941322152702,130.3260190055978,-5.951898264542363
6550.0,-5.176254173382443,34.88016591381347,-175.57550700544286,123.38729692265827,-137.90987047752165
6575.0,-67.5083912969657,-109.863706734898,-170.66201232006756,121.77372137947442,-169.33261191041137
6600.0,-80.3314879947742,-149.05072166393407,-169.93339472779041,115.0963847808037,-28.79885721688447
6625.0,-11.505913321048347,-171.12109144635568,-178.99057983615975,117.9599057431513,-100.70706482101671
6650.0,-26.303608071219934,-143.92881744364436,-181.35930434842163,126.78866424682116,-30.93085921718653
6675.0,-49.829592000540764,-149.0936240775706,-184.57914102359683,123.46066472565502,-82.95973445546443
6700.0,-45.08401616894379,-138.7882118339391,-188.62601839756394,133.39798048922543,-70.16012006431191
6725.0,-48.68755994896783,-85.15615883607725,-180.31513531011095,118.37601778878877,-157.3852554893098
6750.0,-59.02436186670911,-153.54368066315365,-186.20673867208993,125.11867892806603,-9.182866405975092
6775.0,-39.58073817605208,102.06952359379892,-190.1249167721581,121.41775084147604,38.45201344192412
6800.0,-56.99499410443364,-137.38291962600277,-182.8866392474443,110.5377931557304,-80.85022128202752
6825.0,-14.038113044502374,105.5666569343141,-167.96629850528723,116.18063339251341,-153.10614549726267
6850.0,-30.38297381651499,-118.2751948710201,-176.77757155967478,123.00196232849919,-99.20644836121832
6875.0,-7.904997281675277,-178.97203298050542,-179.00762658890912,118.37924602080821,-117.3798075763797
6900.0,-75.0546287746823,-156.9058585738582,-171.2267065223048,105.02617498686539,-138.0591928159326
6925.0,-42.57804954277144,-156.2552122099451,-184.0448011097254,150.54040014716514,-28.36729389935141
6950.0,-67.53052877162332,-131.9718393074193,-190.21922378489964,112.12438677180373,-108.43653996782359
6975.0,-7.941280388546483,98.73690542933532,-177.20797587565033,119.76916038049572,-79.27255006724396
7000.0,-67.8941885581187,-170.14659484811216,-180.7970565067667,117.6800003282906,-125.86525213869386
7025.0,-24.59227542730399,105.66895636959065,-185.9331210792069,107.1485517845067,53.65463930700135
7050.0,10.833826136265301,67.3110336283036,-177.36482927462094,109.23951691434411,-173.61182383005195
7075.0,-56.12677446304678,-164.09223292051823,-173.03782386626875,130.9623823159902,-39.685291029176156
7100.0,-85.50736092695955,80.94908243907359,-175.18442394734933,115.64388662777965,-178.4347240240465
7125.0,-63.8244642318915,-165.8439743037429,-189.0048027439963,130.4251623945286,-119.16775459612288
7150.0,-85.40565751669004,-162.39757230957153,-174.12172423176258,101.74270280471941,-91.48884957463197
7175.0,-81.8603933392671,-173.26355142686327,-175.98508518310513,122.35209279721613,-134.11683646296507
7200.0,-87.92536012669741,-146.58118989131384,-188.30740362022507,132.28933532942227,101.871043966871
7225.0,-80.40101874783336,102.74275299914306,-194.44047857573216,116.79369227752835,-5.724841349257121
7250.0,-20.817465039642443,85.91415124959236,-188.7609953153158,117.46483160259015,-116.48952313487605
7275.0,-18.97367561212889,104.83753709880698,-198.8495357355922,108.89680632890264,30.57258941810262
7300.0,-61.55118962444804,-190.94130410048268,-204.01355434705974,105.01522315520732,-70.28102239767222
7325.0,-58.2139516871223,-159.7045032619784,-194.55085920875126,105.95066759410687,-10.074218540887852
7350.0,-114.22557536698405,38.25043651357448,-183.8028603193236,39.68634566316543,-159.47584636190504
7375.0,-95.6478643763598,-150.01002575883294,-186.39185590298908,106.91483444118677,-120.02995661250998
