best,avg,std,median,avg_best
150.6694347645183,-69.6608176244017,54.70599338676157,-94.94220231406894,102.42040001343761
133.83969817936972,-69.63691402832154,52.37849833930451,-93.67310755048854,136.6294694610484
128.30394541488053,-65.00511514904498,53.329989590971756,-93.01594074600803,138.34067769374695
128.41205736940384,-63.12948853811673,58.16748180646952,-93.92227440015019,136.6097651143119
131.83832436988698,-73.65925707076858,49.90441166264983,-96.35214978102229,135.4961991834692
132.60780784899336,-61.90817535800138,54.74005956395434,-93.09029246638646,135.37514452729596
142.68319052148334,-56.87200116957803,55.34299173525743,-91.59696489995412,134.70626722343218
132.76612091792063,-58.37845831680404,58.68791466476567,-92.83434241627141,135.4114286002813
140.87874970471074,-54.45050156614923,58.45346575349781,-88.33249179548612,135.4170518723534
131.5262283365275,-67.08650630632859,55.236662495486954,-95.14270562495753,135.0719386851125
132.01585419960458,-62.7656456666351,53.86010563945689,-94.2412713904971,137.75441979619535
126.16783694330626,-64.74773554391267,56.113538355876834,-95.18649040895957,139.41269415802458
134.49531238545907,-63.348980639394576,57.87483475904852,-94.37029395090785,138.73355259905168
134.09244100041195,-60.42227880249322,59.58570282176321,-93.7253680468921,137.21762945722745
136.40179432054862,-58.571766891445264,63.148773988094334,-94.55240665211618,127.81846582940932
124.97548266310858,-62.20900445700457,59.475130936289005,-94.36913133618253,136.11389819902536
142.52820926627572,-54.274856613731835,61.39802021580835,-88.33895128765434,138.049060978224
171.27361897452656,-56.97060963700016,62.965650392150806,-93.94720598024435,-27.589565167233605
149.4892721466452,-58.2335149919076,61.193779865020225,-92.91572607503274,133.71479019858856
147.54433150916202,-54.35500252841772,61.48205985271086,-89.18171891300027,155.6516282934388
148.85488769653693,-56.47989486155403,69.34354520775986,-94.24589230551335,154.42529791325873
148.7975745460435,-54.55108055618403,66.6647107874871,-91.51860227053365,155.7854383821545
161.23256537368442,-56.69688937746689,66.53697235860227,-93.45583832149106,152.6978070829352
152.9907367117398,-62.973565511152586,62.47424310259714,-94.53451497045455,154.1194512062234
147.35982794265863,-51.46209300513114,67.10303089804735,-89.51958103360164,134.8825306646457
157.4504142185559,-63.38413390577112,63.35373050008923,-95.11022124549993,151.42852112968325
162.16050594684114,-60.9712089600917,64.75011045400746,-94.84432012495459,135.72933330052606
141.86255764647197,-58.651670425490295,59.295701645756516,-93.44797870974944,153.48485363584825
184.32254712530641,-48.808193398953115,66.57716817780745,-86.34597945335689,116.41046563276988
156.1762100639947,-49.4552337018234,69.55762375857363,-89.53745764554026,154.74204425702683
168.6918906645899,-62.93450388580826,63.755276492432124,-94.19578015467594,153.43487267943408
161.27998273415346,-59.83237688969873,66.22675425683772,-93.97981918927383,100.8356079414276
158.17120423451118,-53.53120657924166,68.73689371902671,-93.03639749362003,82.90051489186446
153.27567423112097,-55.61659201570531,67.4011385873809,-93.92217802045096,149.99288537048184
153.48625815242767,-59.951576169591,65.58334655821075,-93.12257504954658,149.17890171877042
157.98437399324052,-48.529271858186284,69.2258593483648,-90.3197515989059,155.37261731047647
160.73223219605953,-52.70807665427438,72.99336860755787,-92.33136491252893,153.17869889383235
183.18437825280125,-58.68617338013354,74.3745149765911,-95.77195965458847,71.9667641206775
161.81960033570326,-58.85745601425575,68.68442243865248,-93.90868413691504,119.88220444461851
154.04253903068098,-53.36530057412147,69.04843504084413,-92.56632020043881,153.9111517986779
165.55350997165604,-44.75536379301258,73.01990810079326,-88.41359264180223,154.35628348161816
152.9464925375727,-59.22997943015719,71.04013590103051,-94.74350322446045,141.5363333080011
167.56189205231868,-49.37255952681144,77.21044395589833,-89.40215888315755,43.32376624474938
173.38703151496358,-48.237938609550554,78.2601796866191,-93.77000277265267,150.26962819389814
160.5617986364597,-45.51575033716066,82.17445010195816,-93.53560364402254,126.86455884114932
160.15505054539412,-51.173464858546936,79.45204853038184,-92.30156368993815,86.74623411608901
163.22102416974508,-53.24497747112302,76.0190793114657,-92.91719355719383,135.5874980681155
170.50098536453615,-58.92950282372063,75.35741112279247,-96.3006581696134,134.24864485976346
167.67478951344015,-72.76519459420967,64.38586333699705,-96.91203348406422,145.72253486922844
167.6067582804764,-63.48301941316187,72.27853290135491,-96.06823589880034,152.19054270751727
149.34567954675194,-61.97885032027962,65.41352021827768,-93.73778369084255,134.1984513739055
163.0811019424303,-64.31144253978722,67.6323467533805,-94.98718933974592,135.44825433971184
156.96918518968272,-68.2695116005612,60.00383216922197,-96.03377271386556,155.1469151602108
152.77870570062316,-53.54168045088237,65.89016127795324,-86.460839989258,95.354142686592
157.440227107077,-54.4194438144748,71.27362947381981,-93.26860423870573,156.3676665220525
160.16203515086312,-54.09480787636538,69.25635555892222,-90.93567286214241,157.3260111609173
163.1991811646911,-51.32905466322277,71.61134200308227,-90.97529896402102,40.33965835911844
166.94754560951466,-52.724883906576714,67.21636511821504,-80.2716140550298,120.30689008550769
159.0497490207823,-46.78762267074509,70.44653338403634,-69.3827257637754,135.09906318061007
164.44905222958317,-44.918601685958926,74.21058138719495,-84.5387604657726,129.5781567042372
160.07465782550153,-55.12516270561034,64.9894014810563,-92.2525165531799,137.34223318486946
150.06123672755862,-47.480010362372795,63.75532985797305,-50.19427672059041,158.0708289580335
184.20101722911713,-51.90123638521185,67.88796643409106,-91.9427666425084,41.0210138290598
186.50007772884481,-42.312564108781174,72.08813808148457,-51.95075702511302,110.41013892222061
183.20691890260534,-43.44702785984151,72.12233372029188,-78.68786499365787,135.2804117925754
164.20114655089904,-50.13897446032834,67.58613217532398,-88.01016622330573,88.2896558464829
171.70489498544123,-49.5324914347654,68.65018999936318,-85.31805778247761,118.92761569779202
157.44211476149152,-44.65011874518131,73.62598230224145,-86.7635033678946,132.48564536432747
153.18441871358098,-44.37561135800604,74.91827502162174,-83.71639849836959,129.89283244054127
166.32986660501552,-45.04019997617899,77.83537860839895,-87.58517922300709,68.25839280883407
158.54031495466566,-55.4340731402481,73.07781334636636,-94.86515703571635,127.13631097626822
155.92977355360566,-48.271000959778306,75.1948017560991,-93.93379542601554,105.18604663645962
161.1416178172953,-37.92772066963202,79.70517497610054,-59.45123978406344,61.076179617963405
161.36630905570894,-46.27063087284815,75.21845307856033,-86.33668491675411,86.08374717431836
157.24740736426034,-47.5557080134522,70.61295996590603,-76.50982229539358,56.93360085025172
158.64653411282083,-48.95052313315698,68.63041229206067,-78.07823745962003,153.17120600104923
166.7542679485487,-45.24140521074668,72.53295159553706,-79.59723071425728,-67.7426619552078
170.8294345695521,-36.269580293556196,76.33259474058426,-44.674769183319384,36.529111595277
163.32800897413532,-42.238485997491786,74.02325613080687,-64.26410933907752,130.14647311948303
175.19480883516866,-33.70980160483877,80.46360875597807,-43.26625214432512,164.99621871245262
181.42260753071005,-47.470798190348475,81.84449193865144,-92.50904824464683,165.9735924267996
181.322447077082,-43.521730598821826,75.41242676832775,-83.46085124136806,171.81619799406633
187.4673871063904,-37.348769126199514,80.86500904159486,-84.96272033755633,147.63288669605305
172.74712474851242,-43.60737795823822,81.42000320103396,-85.9223082842799,169.39951736105576
180.20901838565416,-38.16065021037715,88.97192196078903,-86.24763265238889,156.21734240279176
185.81287069082458,-25.908060256903752,92.85875283816308,-59.27136198741479,167.5914082414808
175.75355962122944,-30.21601728772016,96.04471682672204,-71.67104610805461,165.51426709106946
189.0849181750314,-41.38218013035386,87.19756819598508,-82.59788426297884,153.6266836762165
172.61820415194555,-36.75670581723545,87.34115107332426,-79.95099354187495,83.56582208725686
171.16747858479332,-37.601066857846455,87.19526432824085,-85.58848901940901,126.52268588493173
184.45900622586916,-34.7602124332332,95.32627248818459,-83.97521542752159,175.475893644013
178.7289586018881,-32.03936706731028,103.5434602441401,-86.54587426606716,130.59739989998215
179.31604035266125,-26.758065831906773,98.10401349354123,-77.37539746479426,99.30885531820414
181.92141234373122,-30.60121253038155,98.62519337484585,-83.83369712058293,180.35481559728072
189.22524012557687,-23.481755187495008,105.28969312600398,-86.10496338127675,178.15603700898248
182.01764140797997,-31.01311674165788,98.88905889583478,-77.23609358956739,173.50585394549253
175.8220200834977,-16.934523530710816,102.65865546643897,-61.46118479871574,116.47388262828024
188.42427722184325,-12.582136124501607,106.16713074207149,-52.842387822085605,177.83668247715568
188.3776828702608,-15.753752283861036,104.11837546855516,-55.241169048945146,161.95756901369867
191.53069471729904,-24.04466306971081,102.48873737710741,-75.10137540078837,179.46358194377706
178.22194846425384,-3.7519712201395437,114.2756384026567,-55.09088382390324,179.9119727361932
180.1152177800827,6.876073653363732,119.91001594323293,-48.2841929774017,164.10058978444584
173.39595841987438,-10.148650872307476,119.72593884635329,-80.28029927937914,111.92877262399672
183.35275049793105,1.811747936941005,119.16792838248966,-55.6308408045639,142.29380186508823
175.58185198510955,12.563956089862186,119.50144704436515,-38.06532485855956,135.12734224809512
177.6866769025926,4.780068788991769,120.03163628456346,-57.23978612883076,42.79256264693048
182.46106603571286,-1.0075413410139549,119.83175100253044,-62.9281321620644,164.74343739352412
191.43813557379264,-3.994213722462557,119.99655556019827,-67.41209062977467,-33.792615354380835
178.44788918068934,-7.610003578274928,119.64056699188176,-66.03156990891705,150.77896876941332
191.17951221289653,-6.018522691799006,119.19164996686168,-64.25043923632997,39.30263889864261
185.02940070025426,-27.310469268092238,113.86885120304262,-91.49820915335832,58.42908050153734
180.75417653249997,-20.39307798374045,115.70659375643392,-79.61532839558957,89.3231136778139
182.6655281844762,-7.679670580672919,116.02044197558779,-50.70152060621447,66.95374781009772
191.5710393423791,4.558517678197558,121.88195779535316,-46.356390402284276,14.354087175370458
187.5733893936748,-3.9874152646992345,120.0255894922806,-60.48963159902104,51.33785975705344
181.9449757372181,6.105391246572323,123.42985001206787,-50.16534340419365,149.37265900592735
191.79631228943623,6.031515081869499,125.72229503113869,-50.47102681763889,66.99685973669162
193.21534099855577,8.659962453311312,124.64976321370368,-56.35376350986678,2.4376771952224345
185.0115340322216,-1.0023428263488021,122.82412347574515,-52.306847418418165,96.2610514727094
189.34317285195766,-2.1751840909093083,120.89008232931012,-55.318590379235026,70.13624439242952
187.45864674691109,-9.669690434049643,119.12161521335206,-66.99679975497895,139.8913772792229
180.61762673242697,0.1450173739900894,121.70424242637337,-61.11064123370507,129.82491717875024
182.70841397038976,-7.6015579151610915,117.63469240259985,-67.72138802196184,74.21165557432127
190.78599858805597,2.7669002321843066,120.74479028309659,-58.992543029019096,130.6995114011281
179.27986263294298,-5.866047624807435,120.82417020626502,-60.547563559791584,118.52425123732685
190.03657367817542,-4.370622149368408,123.82253687714598,-70.18614250687773,46.73657232789492
212.1921252508845,-1.5499274384302109,120.49066838767133,-59.68823578147941,45.66913646240215
209.5236331127144,-4.7536449459624555,122.69628644294903,-67.65747142779009,98.73906849035697
208.7731103787853,-0.2981570595956369,122.77853590685233,-61.630232999411746,99.93101914777037
197.73887221151696,25.936971069919437,125.09222236653879,-16.832254411726367,97.48180472263164
181.42774077316204,4.503287086029091,122.17483855155871,-50.79915192510907,90.24268916676061
187.7116114675042,-3.8273381928530497,123.78638710409258,-72.86732609115913,127.79634636176982
183.7915174633471,6.645582460720137,122.92644490771278,-51.49223592567961,87.381343344804
190.11111770361958,-1.735392140672087,122.37665164488318,-62.1534706326059,71.82504851864044
188.03045115118314,-6.735115772802952,119.87204809085524,-70.924209297013,122.73866952666727
194.35239670572648,-5.4713479761193895,120.05477441546033,-54.744593116342116,134.36746009536975
193.93158479416923,-3.0313254509645025,121.52572047209338,-62.464624550672774,192.97329217061105
216.69731029776878,-5.857728960539939,122.94976363458711,-77.45573378172804,74.50294537944802
192.33089746549044,-14.63037103064537,117.55404441122793,-78.89414199618581,143.20509087063084
190.4098230918262,-4.726972274514328,121.87091954924567,-60.96565231801529,149.37457787296668
192.4310783813474,21.719032049240905,128.76700611434794,-26.371145513277206,165.12992935838852
192.85028790579406,-6.020597786430371,119.98857510810919,-68.67179863894717,43.150615911547305
197.24031808644702,5.293929840490427,125.90472759034778,-53.39668053812762,140.95973887619365
200.23412188532197,2.2348515674786826,127.34906153067249,-64.87049328990666,133.86565437528935
210.75056980622406,3.544890155980385,127.30006802925185,-60.93135645870788,157.9193240952962
206.25403287114233,-10.523922303759889,122.06720569366624,-79.63532523655732,110.5137978001728
211.8913273976635,12.39485749615614,127.85869345032917,-51.262228633276216,195.042630025218
212.4930241360956,-11.737027203275629,118.28502253822724,-74.29380214636102,104.53753004656346
220.7233570881905,-2.253449806386858,122.73056370590578,-64.83397241552872,64.60506029865778
212.0121497940304,-3.5255585613619354,120.62305407553185,-68.46122354811513,190.87393602260153
205.8473636615561,-8.355599671819084,119.46013581370465,-76.17439439022411,207.38499980677693
217.01994582405638,-10.776969330204292,118.7864943763952,-70.93136078290571,207.14785788096137
212.47670012390194,-8.458489773856524,120.2201357416703,-73.14513798888896,164.65372443044652
205.73127066398845,-9.8332056822471,122.24821325339933,-82.79019193813357,161.53784162667245
210.87283635334805,0.7302425159730288,121.50301384939632,-59.91627384785786,88.87569694821762
206.43082933655845,12.474033211811287,124.41315369032485,-51.26771942917429,196.45093442329977
209.71413856905585,-1.8741759369076885,119.42925826709346,-61.71911739292829,175.74563378469432
207.13312831320724,-4.634730267046452,123.69078857219306,-59.06400542416054,200.351364889265
209.40131081507272,9.990608361134578,129.17529442447295,-61.3786812620213,179.5984708168894
208.3847507376705,-2.0088536827693795,120.47316742771085,-54.762300055766225,177.76645324029943
200.2489898369978,-3.554041466633588,124.43037699956109,-83.62585953978474,150.64483217829883
209.301997135725,1.3505585702657354,125.45326609097906,-66.36902550306385,180.05797028808453
205.02993260465624,-14.395903711994027,119.91914741800352,-86.54106042964993,89.91528645113519
204.8637971433081,-8.355534322228923,124.22606773655096,-80.56703725775265,162.0216381333596
205.09075162129142,2.417872173955188,125.08179768099126,-65.07262484659093,198.30733450989726
210.74335779960037,-9.306617529412812,121.90124545973897,-78.04286121348383,191.9473979005861
207.294804514439,7.27345902327225,124.91986287566941,-56.10461417617985,179.4738277774595
203.4938867952832,-15.460770820336984,116.68349633286294,-69.42119068386067,160.12903570932866
206.45935779568364,-7.648220322225275,123.81908663364703,-86.35605288880934,186.7685347554546
204.68250649650835,-8.280477379134734,121.25346277764847,-75.3736983936388,144.08831154243134
200.28813590970253,2.921246391431047,127.32793081900056,-66.9811706131696,193.86282145172441
199.4688793971566,14.229959008903037,128.3678300324028,-43.71416184411379,84.88322079805617
208.85725217656315,-8.069701278034312,122.55272644775481,-74.20153898214095,161.7399302535893
209.34066715424018,-6.778132724288686,125.19162769374974,-80.18170353128234,200.43450679600397
212.931569061158,4.827182652598398,125.72487467015712,-53.083518178645804,125.59948830758813
205.75520811056435,-4.725990985057689,121.949487591863,-75.22157849226934,115.78077239253389
213.09872158545676,4.165694911409489,126.2791306673649,-60.3864243232778,190.0455261928597
217.5096305836643,19.824677038594196,127.4764033567412,-31.174298621430854,153.50552163612923
218.00114319018766,-2.8878264362768578,128.50153929446392,-78.2890281304208,136.73613622461647
218.23269254856825,-3.330505771828879,126.03594149371717,-80.64099927404257,110.42186336151478
198.66747693829925,-20.95025118556338,111.70406033484034,-78.19200249504526,126.57591422755925
208.66988230297582,-6.597818950945598,120.99256472486054,-68.72054413373205,103.30664025687452
204.5140061961078,-6.481040372287862,120.31535054119259,-65.02564198214556,171.8085935735141
198.80486786446042,12.697357647041368,127.36413326298886,-43.62885715627962,191.9109568803072
207.40918965280184,18.222656797281456,128.33908411848776,-30.1343704696315,103.38194650110663
200.142554579569,7.479270916954709,124.85643385948259,-58.642164204857934,188.9820254414779
209.6097804692651,10.464236507863397,129.6741015651673,-57.43960716219643,187.6097306991981
210.48304439317766,23.256409519723796,130.6720053137797,-39.6069229780217,193.66044385586534
206.3378039978719,-2.75588385811776,130.5045826511482,-80.36841975577845,167.5829556964339
203.1444931715014,-2.347256040510339,129.3058971543679,-80.73207470284345,158.73528792157254
204.88047560380522,-4.311020246506413,124.78563857634238,-80.05503618657471,117.41846660261436
209.09712500721886,0.21967942547092864,129.67926784071366,-78.09716295877647,136.7794410205476
211.9183857253464,22.95117220645783,129.12076711595952,-31.195862504438395,179.24488677486346
207.88235976332982,4.8009324486442395,128.75389230893043,-72.90784192193728,191.88358843951647
203.88984656613403,4.984570223296794,129.0234102538234,-63.012698214436305,24.71576871039546
208.19309638723243,5.340350118305467,127.69094998579686,-55.659732788832436,13.685264519769438
222.6300419989791,5.05190668215959,128.71022597571528,-63.109544986469075,-90.38472084489182
215.84751714439682,5.580664306914712,128.33629809125884,-63.89371464184928,33.82889775691755
216.23344223925625,-3.531317734395549,124.9118272172944,-70.12031496508726,129.68674868731784
216.92281838243053,-7.49591977218618,124.489780366588,-83.83349369406122,45.93386169111168
218.44386245727188,-0.5148385974840693,126.31439726838069,-63.78429799788788,101.36295775554973
214.44288617213167,4.081911232751081,126.35305678223733,-56.87607491366226,114.94600878734157
216.34310642564392,4.891320206425531,124.63729145219314,-52.60406683273547,114.9668296458419
209.97799653466072,3.309198680357302,123.82572955457047,-52.337581181292315,123.08914319220833
207.2033466482623,6.606040835609461,125.37158446026254,-52.45881307636104,164.58606325881175
206.94697855530825,-1.6172834160338798,121.74601775736363,-52.15978850175667,165.37299263898262
209.49432048389016,-21.330211894471393,118.44705358364851,-91.84510091834579,186.69059347661138
211.82057775742612,-4.8248048970779935,121.13881383751101,-64.03467320334275,186.54852516996883
213.9325394475588,1.4179863300332012,122.1733595766734,-50.030872595011154,204.02778370871988
223.25548093552854,2.587744865699498,125.72245773454198,-46.333235250629066,168.8087598910201
212.91732868144638,-15.699555780398319,120.40154776823955,-86.5214532957915,125.37364875013338
221.6027559044404,-6.791154192601119,127.84721528401388,-89.22626327841981,162.46186168924962
213.36560094134077,-1.9785751880110898,126.60500053670162,-72.5506181414133,176.21397417846572
212.59952260183067,-0.8090436904936441,130.06996999226766,-83.94210037934224,171.02141375665272
216.01162301436563,-9.387343483620837,128.68317372744656,-97.82075736471369,-94.73141434990303
213.5097145516058,-7.898483047561824,127.6950626773505,-84.20687996202433,191.40383269480063
226.41446360752252,-11.318804071285216,123.55348035440129,-79.76098922711509,26.565357143400302
220.44496214695386,-15.142418635858848,127.32920209984343,-94.91890084173943,124.64491530173686
218.4184033414256,9.62428896013424,127.38341763540953,-51.458955771614434,193.2834724175114
228.10851755211158,-6.245413094156891,123.60713740804142,-70.54904870439569,206.9575630830017
221.03952480892897,-2.0588854075139986,126.83889546989246,-79.5664773514426,143.3269202814508
215.93291870846795,-7.129798479325777,125.97127902004658,-87.03650194655677,140.46600951973957
215.5718996166089,-11.311319612853367,123.61621202245682,-86.52903402655008,46.01440048424989
216.13867963071084,-9.414528729426225,124.16983824533874,-81.04915121777286,202.59064227130727
221.1163982059318,-5.142822371689714,121.97644520363005,-76.43577709542201,101.12753074468051
209.50698350943748,-6.7009220431632,126.27611458893631,-86.9498970601263,170.13823988864834
212.72603112249095,-16.988985484207987,125.58701383685307,-93.84960510359494,114.77555606141784
210.25102463127874,-15.316336934021233,120.57544419629939,-82.88606594898197,36.57336183876363
219.91288559364187,-6.258585890371833,123.16411048686172,-74.95172106689702,8.912921600426506
207.67747018986412,-3.8729022993529547,124.91135932088682,-70.81884784319081,124.02504322779043
210.56553007570335,-0.17124042347215077,126.3861034903766,-68.6583586345237,171.47007525203998
206.7649254660587,-7.527147561830083,122.6443426341833,-78.39247925026291,136.67478182657572
204.00435857839958,5.198955337431957,129.38229539054564,-71.39051582385915,120.69265797745668
217.60473734185524,9.083464634541267,129.76601948617787,-59.09308303524362,182.7019314192449
208.90099647601826,4.109279862286978,127.15607720707814,-60.5905993023871,125.29291382252214
222.08506321751784,19.860351995321036,130.36611561650648,-47.07394538422923,76.04166300466278
203.33359958212463,2.1354097658820566,126.59696180453645,-67.96181435475712,202.8649814243261
212.95311943530692,8.699143253494277,127.10031370702879,-50.15761303308838,126.53518002212176
208.2626354397983,21.426324114003666,135.37907011634778,-42.42468545309114,149.04635011454963
210.45777439834623,-4.699578369871572,129.62868252357916,-88.51779709970167,50.796408823566004
206.43366816813798,-3.127507420485162,125.36033227685844,-69.83560959506194,135.40722374169562
207.18481150998744,4.341113114527838,128.56161166274137,-65.41615852994684,161.61102168434005
203.39614861319154,-8.055292059150332,122.82895549689952,-75.97020752138343,202.41712287348543
210.31560799899864,22.711673207908312,129.55046123234087,-16.106674022138918,162.01099942032963
202.46045344156545,12.552944580602647,130.9339592429494,-46.43794865449784,196.77916595762653
210.28614634788306,-1.5865371610344374,124.08010551411832,-59.12599137238924,196.71303254622526
207.0365079663227,11.367618477607666,127.17470599026626,-39.90403034432721,57.65529608222461
203.96471711417354,9.741454874674924,131.29328536504303,-61.78003073438802,177.19393063825686
205.4081046065528,1.1279031708067657,125.66365062001519,-62.11637405035145,-31.403475156739603
210.2023702380732,5.170709133428031,132.730460748285,-85.74518709131385,204.02474650776855
210.26453218887977,5.2394208075579884,128.1062407179442,-54.65141394400594,158.27669124351715
208.57504573191468,21.803338050531796,130.40512131899771,-37.83224716019906,173.6123258743652
218.12193177627333,0.7790972097618639,126.41253642088441,-66.3903857011187,207.6202136647364
211.492493422639,6.574316206596581,126.27707287853008,-49.52784661968928,203.01320103605866
217.28847821634778,10.027628935986241,131.6104231451443,-66.72052536476585,205.92422001720246
220.30903379738348,13.832483898181966,129.38655498220427,-40.99096490844677,141.8475238269254
210.1383420052804,9.493800488654246,132.30344101315777,-72.9906573407904,165.39725212321204
209.49732603881571,11.824626916865395,131.45958409979764,-49.61820750928766,136.57861689807692
211.6746980226303,1.3014248573399692,130.1621688888601,-70.20377363481064,161.05436763341115
213.17722510753273,-5.61989689244164,122.63283058900605,-72.67572711827319,200.60403976157244
215.76056668433773,7.4003256564563085,131.76266906916624,-71.49634956618331,202.89316051788697
205.86066652221444,3.9485318718042923,128.13429634206665,-63.03336652212446,110.5690143859498
212.89875030409365,15.891502659307722,132.0347154187156,-51.89521445492148,177.7787043578637
221.59399263102748,3.0603631474120565,125.99163666699285,-61.17506355658807,-41.59948283472138
204.53421825140865,12.191114601311076,127.15695347248406,-45.53839545142296,108.91871188284645
