0.0027472877,-2.5883757e-05,0.0020134954,-0.015999828,0.09179489,-0.0026571243,0.8603635,0.003365996,1.0,0.032199565,-0.0026569467,0.85391486,0.0018791468,1.0,0.4408142,0.4458203,0.46142298,0.48955038,0.53410304,0.6024613,0.7091492,0.8859322,1.0,1.0
0.0066120247,0.022629134,-0.007968014,-0.01253748,0.4430649,0.5590273,0.07414144,-1.0002851,1.0,0.3448835,0.54751617,0.077983856,-0.9997199,1.0,0.4464851,0.4515556,0.467359,0.49584827,0.540974,0.61021173,0.7182721,0.89732933,1.0,1.0
0.024274442,0.0353042,0.0029201694,-0.04162525,0.47576362,0.43310833,-0.04258418,-0.99999994,0.0,0.3622775,0.22880824,-0.04040444,-0.9999998,0.0,0.4445928,0.44964182,0.46537822,0.49374676,0.53868127,0.6076255,0.7152279,0.8935263,1.0,1.0
0.03718688,0.025740854,-0.0024310173,-0.06029532,0.5098676,0.44502407,-0.15903783,-1.0,0.0,0.40174893,0.5068011,-0.15748715,-1.0000001,0.0,0.44179562,0.44681287,0.46245027,0.4906403,0.53529215,0.60380256,0.710728,0.8879046,1.0,1.0
0.047311764,0.020142179,-0.0052953786,-0.07876046,0.5412823,0.41023955,-0.2757883,-1.0,0.0,0.45799118,0.7156321,-0.273749,-0.99999994,0.0,0.43811947,0.44309497,0.45860225,0.48655772,0.530838,0.59877837,0.7048141,0.8805164,1.0,1.0
0.056088597,0.017426185,-0.006200165,-0.097187966,0.56631726,0.3322498,-0.39289963,-1.0,0.0,0.5275143,0.8802289,-0.38916683,-1.0,0.0,0.4335733,0.4384972,0.45384356,0.48150894,0.52532977,0.5925651,0.6975006,0.8713797,1.0,1.0
0.06494876,0.017568544,-0.0050138785,-0.11553285,0.58082134,0.20509276,-0.51025593,-1.0,0.0,0.60674214,1.0,-0.50363636,-1.0,0.0,0.42816713,0.43302962,0.44818464,0.47550508,0.51877946,0.5851765,0.68880355,0.8605146,1.0,1.0
0.07623652,0.022362204,-0.00052984135,-0.13251218,0.5798203,0.005375713,-0.6286968,-1.0,0.0,0.68617696,1.0000002,-0.60516894,-0.9240372,0.0,0.42197526,0.4267674,0.4417033,0.46862862,0.5112772,0.5767141,0.6788425,0.8480704,1.0,1.0
0.08937867,0.026166378,0.003036839,-0.13045587,0.5388252,-0.51097596,-0.62828255,0.0,0.0,0.75029933,0.81612515,-0.60177886,0.0,0.0,0.41589558,0.4206187,0.43533936,0.46187678,0.5039109,0.568405,0.66906196,0.83585167,1.0,1.0
0.10727256,0.035656825,0.010723546,-0.13161977,0.45784616,-1.0,-0.5050435,0.9999998,0.0,0.7922681,0.55242777,-0.54704404,0.41258585,0.0,0.40977532,0.41442892,0.42893296,0.45507985,0.49649543,0.5600404,0.6592161,0.82355136,1.0,1.0
