,mean,std,worst,best,best ever,median
0,-20.608396398758135,21.139987542842814,-94.90052437109003,-6.639382565784583,-6.639382565784583,-13.945596106195687
1,-12.69797284868901,6.254578138333989,-31.127784355081044,-5.8616560848296615,-5.8616560848296615,-11.114048526895527
2,-9.759152401330345,3.721035842224307,-16.748745693489504,-5.732280951858373,-5.732280951858373,-8.674864304687814
3,-8.763530375666667,2.2321925516763907,-15.694607227249085,-5.684923135950252,-5.684923135950252,-8.432283375795233
4,-8.086663853203788,0.9940458904521815,-9.75327992578083,-5.968838249333128,-5.684923135950252,-8.360161649628491
5,-7.578480215290814,2.912599793648897,-21.26156443196002,-4.6935774390554545,-4.6935774390554545,-7.087031449533269
6,-6.249711964311685,2.129637324015162,-9.021481050585797,-1.6193895408981425,-1.6193895408981425,-6.131423681390045
7,-7.029101079046664,1.868058687401639,-10.472000281952663,-1.728545621757478,-1.6193895408981425,-7.105788558766062
8,-6.152057972486511,1.9521738044594097,-8.861141767099033,-1.5284316639738773,-1.5284316639738773,-6.121891127751848
9,-4.378780790176259,1.8328432452491867,-8.266598356897333,0.7475457041008191,0.7475457041008191,-4.884050316162177
10,-4.321140781785786,2.2124120288996685,-9.146702955838316,-0.5296893116894882,0.7475457041008191,-3.3577428685126787
11,-3.249452540174111,2.477099098302933,-6.871267406278685,0.9832805032257305,0.9832805032257305,-2.8814918457286125
12,-2.458559077485323,1.826741194359279,-7.131527903565277,-0.4767015546289639,0.9832805032257305,-1.8580268420960402
13,-1.6486624399952887,1.3965505493656358,-4.57485735146977,0.0681518175652151,0.9832805032257305,-1.8685469990586823
14,-0.9856667167299707,1.1317467491052577,-4.518508299270016,0.04151532214035865,0.9832805032257305,-0.4539801400098578
15,-1.4235958321413553,0.898809832665914,-2.891132506907382,1.4301867658759253,1.4301867658759253,-1.601480687760386
16,-0.9629323805738136,1.2638777997261506,-2.270195392451947,1.167304070061261,1.4301867658759253,-1.6819677604699752
17,-1.2018068701892772,1.026657683780294,-3.36544913470586,0.45826743287523297,1.4301867658759253,-1.4073785903276517
18,-0.3761266834850524,0.9749224637993112,-1.9209709802125523,1.3643395453494296,1.4301867658759253,-0.4062810889125653
19,0.1222992927346349,0.8299215778519166,-2.2672891448002317,1.012333563973839,1.4301867658759253,0.48838348311124247
20,0.038690806177357234,0.5782123685335431,-0.5948432276113677,0.9862806786314573,1.4301867658759253,-0.012722118892864148
21,-0.127342727311228,1.1784156191961577,-2.2987677821831967,1.7042195441051649,1.7042195441051649,0.3987326992595731
22,-0.2805991002610586,0.7355465641752934,-1.711394712990242,1.8059897149930604,1.8059897149930604,-0.38347446720735345
23,-0.8423962754531871,0.8447992682206037,-2.506025856730203,1.337004087076004,1.8059897149930604,-1.243561700140007
24,-0.13063195149882562,0.7336486470884909,-1.8140009369862715,1.6672027953868573,1.8059897149930604,-0.2952657554507192
25,0.020625574754195384,1.0074679905739576,-1.9266289988934353,1.7462603900092286,1.8059897149930604,-0.25475183746081154
26,0.6922003721548279,0.7009395862768695,-0.8473518461459408,1.369634776860605,1.8059897149930604,1.128128248677013
27,0.4045316760001409,0.9898986770665499,-1.970474647225223,1.7540457985817928,1.8059897149930604,0.997075814143063
28,1.043292559701442,1.0295237564781354,-0.778153089736419,3.8281859231190403,3.8281859231190403,1.2218453433222316
29,2.015168817151684,0.6738836168225886,0.8544996624998883,3.39267271172531,3.8281859231190403,1.793713859290361
30,1.4986006821356015,0.460750655651168,1.046161794085367,3.7217453333866963,3.8281859231190403,1.4724958667689587
31,1.9187757530488996,0.7108927773477859,1.1941667580110975,3.432074487811597,3.8281859231190403,1.6866524023046852
32,1.9587822838140097,0.851963765661162,0.6316481039417398,3.795080661771235,3.8281859231190403,1.649076764950598
33,1.7295195331215956,1.7053824556667945,-1.8974840531289008,3.888344505002278,3.888344505002278,1.703244065620655
34,1.2374049886971943,1.0789041974097902,-2.1834329819448075,2.3132779340626612,3.888344505002278,1.6834064566703661
35,1.625470718001929,0.5942154498047046,0.9982762549259043,3.4723434917419493,3.888344505002278,1.4809142559457817
36,2.174288647031198,1.1060824503053368,-1.4443038946211495,4.102795920650702,4.102795920650702,1.803643066215991
37,2.2728719468926544,1.0910091772255324,1.050466404401244,4.8894255125687724,4.8894255125687724,1.9883342700058801
38,2.765395631628398,0.9214942197952657,1.4258341476406766,3.9908047424763446,4.8894255125687724,3.175220054244649
39,3.8245422250874173,0.6948776624118217,1.6727238187864826,4.3670642852176496,4.8894255125687724,4.035365100630302
40,3.395862424405274,0.5537218719641213,1.8233241182448223,4.5136180174143785,4.8894255125687724,3.5903638153021395
41,3.863027953798718,0.4153126549604058,2.0497843003738736,4.5560122434385,4.8894255125687724,3.8054688254653293
42,3.3303349896114933,1.2935857241900728,0.936890234228649,4.991016579956742,4.991016579956742,3.7319417886309267
43,3.853932870128213,0.8787624149973243,1.9286486158196887,4.563240013694459,4.991016579956742,4.151404139391572
44,4.609610850802919,0.4762124794380037,3.3470769058138425,5.1244907642055795,5.1244907642055795,4.571782918606177
45,4.887252585030284,0.3695316397104554,3.8928873708125034,5.310627055066444,5.310627055066444,5.04449596348724
46,4.732000404344561,0.6284187455217264,3.8284883862543886,5.507760262880447,5.507760262880447,4.656482296427642
47,4.844230672772625,0.3537127194765654,3.7189776926963556,5.332816331017228,5.507760262880447,4.996102289941998
48,5.166776843327815,0.3135837323782225,4.714396249882314,6.436600339499461,6.436600339499461,5.201830203964133
49,4.6930590837486745,0.4265532154202012,3.749047718003579,5.146984846597446,6.436600339499461,4.774983687214085
50,4.666699070506561,0.4792317657511325,3.4807781658955177,5.319796997220947,6.436600339499461,4.845710757775799
51,4.27478832347281,0.5854411515412227,2.172160016152073,5.157040114657208,6.436600339499461,4.548707755812018
52,4.795013848821138,0.4230685378707109,3.9299373815697654,5.409403631441013,6.436600339499461,4.706202672825544
53,4.622642862291529,0.5028487699957168,3.7596370350447152,5.058053804048055,6.436600339499461,4.9320805322921215
54,4.494512181793654,0.49219181916611293,3.9171947854205196,5.484038942352412,6.436600339499461,4.256618398431978
55,4.513998652528275,0.588793115632395,3.6423402526215725,5.766389035165634,6.436600339499461,4.422975049857123
56,4.550988688163806,0.516626346401436,3.861883670716532,5.72782252539763,6.436600339499461,4.498442854778831
57,5.1363687429188465,0.44996368206364934,4.311968427072549,5.907497969321161,6.436600339499461,5.091527144824095
58,5.218139159639705,0.7029255363164314,3.7124418973880537,6.790746460083903,6.790746460083903,5.240062904111452
59,5.3611161964496095,0.6788939345375289,3.812799593655279,7.737067840963405,7.737067840963405,5.438089137129445
60,5.070392702951839,0.6060043986037055,4.385042209308113,6.7644459504977705,7.737067840963405,4.9849715653832085
61,5.732634847118153,0.9275376715609517,4.1047838829536385,7.669691313653855,7.737067840963405,5.696577626457398
62,6.176499289476078,0.9447783128457402,4.617518942019099,7.874117897622086,7.874117897622086,6.718373548687892
63,4.457129779861608,6.1233262913391835,-27.86593508643607,7.201465646077275,7.874117897622086,5.551893800494324
